event_message,event_type,execution_id,function_id,id,level,timestamp
"[V5] ENGINE=5.4.4 | ""Introdução à Programação em Python"" | 8 modules | theme=dark | density=standard
",Log,1df543b1-6947-4c92-a63a-c22479699920,533e62c9-4529-43b4-863d-ed08e7072475,639e49c9-0f58-45f9-aa74-b6cd34319268,info,1778257636579000
booted (time: 70ms),Boot,1df543b1-6947-4c92-a63a-c22479699920,533e62c9-4529-43b4-863d-ed08e7072475,a563d845-7f5d-4707-bede-e6dbc6c2b1d4,log,1778257635318000
booted (time: 87ms),Boot,90ef8033-314e-413e-8663-d5a2233b3fbb,533e62c9-4529-43b4-863d-ed08e7072475,0910d7e2-c1e0-4045-bcc8-8cf51d2e75f6,log,1778257633598000
shutdown,Shutdown,fba9ac91-51c5-4f4a-9c65-3d202d088c9c,533e62c9-4529-43b4-863d-ed08e7072475,723be52b-90f8-4d65-ab5d-68750f3182d8,log,1778257244725000
"[V5] chooseLayout: ""Ferramentas para Testes, Logs e Depuração"" bullets→cards (4 items) [intent=educational pacing=normal]
",Log,fba9ac91-51c5-4f4a-9c65-3d202d088c9c,533e62c9-4529-43b4-863d-ed08e7072475,939ef9ff-bc29-474b-89e8-9ed8a1eb44b6,info,1778257241915000
"[V5] Module 7: 4 raw → 4 split → 4 final
",Log,fba9ac91-51c5-4f4a-9c65-3d202d088c9c,533e62c9-4529-43b4-863d-ed08e7072475,4f7207d0-9f54-4dfd-94a9-b3255a05dee4,info,1778257241915000
"[V5] Generating slides for module 7/8: ""Testes, Logs e Depuração""
",Log,fba9ac91-51c5-4f4a-9c65-3d202d088c9c,533e62c9-4529-43b4-863d-ed08e7072475,b37a19d5-86c3-4c9a-a967-919720bbefce,info,1778257232418000
"[V5] Generating slides for module 8/8: ""Boas Práticas e Implantação de Projetos""
",Log,fba9ac91-51c5-4f4a-9c65-3d202d088c9c,533e62c9-4529-43b4-863d-ed08e7072475,921068ec-2295-4d0a-8322-9114d4319b6f,info,1778257232418000
"[V5] Module 5: 4 raw → 4 split → 4 final
",Log,fba9ac91-51c5-4f4a-9c65-3d202d088c9c,533e62c9-4529-43b4-863d-ed08e7072475,ccb6fde8-3109-4274-8fff-f353a0711a5d,info,1778257232418000
"[V5] Module 4: 4 raw → 4 split → 4 final
",Log,fba9ac91-51c5-4f4a-9c65-3d202d088c9c,533e62c9-4529-43b4-863d-ed08e7072475,e8400b2b-9b2f-4085-b815-615b3d030caf,info,1778257230375000
